36951,false,82,Королевство Нидерландов,Нидерланды,NLD,528,4,151,NL,528,true
36964,false,82,Королевство Норвегия,Норвегия,NOR,578,4,164,NO,578,true
36977,false,82,Республика Польша,Польша,POL,616,4,177,PL,616,true
36978,false,82,Португальская Республика,Португалия,PRT,620,4,178,PT,620,true
36984,false,82,Румыния,Румыния,ROU,642,5,184,RO,642,true
37033,false,82,Республика Северная Македония,Северная Македония,MKD,807,4,233,MK,807,true
36999,false,82,Республика Сербия,Сербия,SRB,688,4,199,RS,688,true
37003,false,82,Словацкая Республика,Словакия,SVK,703,4,203,SK,703,true
36873,false,82,Финляндская Республика,Финляндия,FIN,246,4,73,FI,246,true
36875,false,82,Французская Республика,Франция,FRA,250,4,75,FR,250,true
36855,false,82,Республика Хорватия,Хорватия,HRV,191,4,55,HR,191,true
37016,false,82,Королевство Швеция,Швеция,SWE,752,4,216,SE,752,true
37051,false,82,Республика Южная Осетия,Южная Осетия,YYY,896,4,251,OS,896,true
36858,false,82,Чешская Республика,Чехия,CZE,203,5,58,CZ,203,true
